"from_station,Acton Town,Aldgate,Aldgate East,Alperton,Amersham,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank,Barbican,Barking,Barkingside,Barons Court,Bayswater,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Bond Street,Borough,Boston Manor,Bounds Green,Bow Road,Brent Cross,Brixton,Bromley-By-Bow,Buckhurst Hill,Burnt Oak,Caledonian Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canons Park,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Chigwell,Chiswick Park,Chorleywood,Clapham Common,Clapham North,Clapham South,Cockfosters,Colindale,Colliers Wood,Covent Garden,Croxley,Dagenham East,Dagenham Heathway,Debden,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East Putney,Eastcote,Edgware,Edgware Road (B),Edgware Road (C),Elephant & Castle,Elm Park,Embankment,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finsbury Park,Fulham Broadway,Gants Hill,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Grange Hill,Great Portland Street,Green Park,Greenford,Gunnersbury,Hainault,Hammersmith,Hampstead,Hanger Lane,Harlesden,Harrow & Wealdston,Harrow-on-the-Hill,Hatton Cross,Heathrow Terminal 4,Heathrow Terminals 123,Hendon Central,High Barnet,High Street Kensington,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hyde Park Corner,Ickenham,Kennington,Kensal Green,Kensington (Olympia),Kentish Town,Kenton,Kew Gardens,Kilburn,Kilburn Park,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Latimer Road,Leicester Square,Leyton,Leytonstone,Liverpool Street,London Bridge,Loughton,Maida Vale,Manor House,Mansion House,Marble Arch,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Neasden,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Perivale,Picadilly Circus,Pimlico,Pinner,Plaistow,Preston Road,Putney Bridge,Queen's Park,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Royal Oak,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Sisters,Shepherd's Bush (C),Shepherd's Bush (H),Sloane Square,Snaresbrook,South Ealing,South Harrow,South Kensington,South Kenton,South Ruislip,South Wimbledon,South Woodford,Southfields,Southgate,Southwark,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stanmore,Stepney Green,Stockwell,Stonebridge Park,Stratford,Sudbury Hill,Sudbury Town,Swiss Cottage,Temple,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Hill,Tufnell Park,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Wanstead,Warren Street,Warwick Avenue,Waterloo,Watford,Wembley Central,Wembley Park,West Acton,West Brompton,West Finchley,West Ham,West Hampstead,West Harrow,West Kensington,West Ruislip,Westbourne Park,Westminster,White City,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Woodford,Woodside Park,All"
"Covent Garden,0,26,28,0,0,64,12,0,3,87,3,335,28,0,0,5,4,0,11,15,17,114,1,173,14,0,1,2,1,39,1,0,0,15,52,37,42,5,42,0,0,12,185,151,0,0,0,0,7,6,3,0,0,0,0,0,0,0,0,0,1,0,20,1,2,0,2,0,0,11,16,57,0,167,0,150,57,0,76,1,11,36,9,0,21,5,1,58,0,27,285,0,0,0,25,6,0,0,0,0,0,0,0,1,0,15,113,4,0,346,4,13,0,0,0,0,25,0,15,1,0,21,0,0,4,3,420,0,61,6,14,16,2,261,1,0,187,179,0,4,5,43,52,36,7,0,0,109,0,18,0,0,2,0,6,0,0,0,0,0,0,0,18,0,55,0,17,476,100,0,6,0,270,31,0,0,0,3,4,0,12,1,0,0,18,2,0,0,4,0,0,0,66,15,20,1,53,0,0,0,79,0,0,0,0,1,0,95,90,16,96,1,0,6,11,0,16,0,0,11,77,0,1,1,298,2,0,44,6,1,3,0,0,0,0,0,81,315,4,0,125,5,555,0,0,0,0,5,0,2,9,0,4,0,5,142,8,32,2,2,3,0,2,0,0,7908.0"
"Croxley,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,2,0,0,0,0,19,0,0,0,12,225,70,0,0,0,0,0,0,0,0,0,0,0,0,79,0,5,0,0,1,0,0,7,0,0,0,91,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,897,0,18,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1599.0"
"Dagenham East,0,0,1,0,0,0,0,0,0,0,0,3,0,758,0,0,0,324,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,3,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,0,0,0,0,0,0,0,103,0,0,0,0,0,0,459,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111,29,95,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3637.0"
"Dagenham Heathway,0,2,3,0,0,1,0,0,0,0,0,10,1,2628,0,0,0,1123,0,2,8,2,0,0,0,0,0,8,0,0,9,0,0,0,0,9,67,66,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,356,0,0,0,0,0,1,449,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,9,4,11,5,0,0,0,1,0,0,14,0,0,5,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,5,0,0,205,0,0,0,1,0,0,0,1,0,0,4,0,0,0,108,29,329,94,0,0,1,0,1,0,0,3,0,0,0,0,0,0,46,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,6851.0"
"Debden,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,227,0,0,0,1,6,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1468,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,2,1,896,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,1,0,0,60,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,202,0,3086.0"
"Dollis Hill,0,2,2,0,0,14,2,0,1,103,1,25,5,0,0,2,4,0,2,1,1,10,0,73,1,0,0,0,0,7,0,0,0,3,9,3,3,0,4,7,0,2,14,13,0,0,0,0,1,1,1,0,0,0,9,0,0,0,0,0,1,0,7,1,0,0,1,1,0,13,19,5,0,14,0,27,32,0,16,0,276,8,3,0,4,1,1,7,0,27,56,0,0,0,8,1,0,0,0,15,0,0,0,0,0,8,24,1,0,26,3,3,0,0,0,0,5,0,1,1,0,4,0,0,485,3,91,40,12,7,1,7,3,20,0,0,16,15,0,4,1,4,22,42,1,0,0,11,0,3,330,0,1,0,0,1,0,0,0,13,0,0,14,0,9,0,1,118,119,0,2,0,32,6,1,0,27,1,5,26,5,0,2,0,11,1,0,0,5,0,0,0,6,3,15,1,10,0,0,1,16,0,0,0,0,0,0,8,10,97,7,0,9,1,2,0,1,0,0,161,7,0,0,0,39,0,0,4,1,0,1,0,0,0,0,1,16,62,1,0,23,6,47,0,0,414,0,2,0,0,462,1,1,0,5,16,6,3,801,2,1,0,1,0,0,4735.0"
"Ealing Broadway,1631,2,2,353,0,7,2,0,0,51,1,20,3,0,0,183,23,0,2,1,1,8,0,58,1,192,0,0,0,13,0,0,0,2,7,3,3,0,3,0,0,2,11,10,0,0,525,0,2,2,1,0,0,0,7,0,0,0,0,0,0,1322,217,607,0,0,25,1,0,14,23,5,0,11,0,21,16,0,8,0,7,4,97,0,87,1,58,6,0,14,52,52,208,0,1888,1,509,1,0,3,4,1,9,0,0,99,12,1,0,21,59,1,0,41,52,17,10,0,1,2,5,3,0,208,2,8,45,0,42,83,1,31,56,16,0,0,11,15,0,10,1,3,32,32,0,0,0,7,0,3,0,0,2116,287,0,0,0,510,25,1,0,0,148,0,5,55,2,93,270,571,63,75,25,12,0,0,0,34,11,0,54,220,5,0,5,1046,0,0,11,0,1,0,4,2,738,85,51,0,524,10,175,0,3,0,0,10,0,8,20,10,6,254,0,0,4,0,1,22,66,6,5,0,0,0,30,0,0,3,1,744,0,0,0,0,0,2,32,124,0,0,18,14,47,0,0,1,618,59,0,0,6,1,86,1,32,18,701,2,1,4,35,1,0,0,0,19564.0"
"Ealing Common,219,0,0,47,0,0,0,0,0,3,0,3,0,0,0,25,1,0,0,0,0,1,0,4,0,26,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,70,0,0,0,0,0,0,0,1,0,0,0,0,0,1519,0,29,29,0,0,3,0,0,1,1,1,0,2,0,2,1,0,1,0,0,0,13,0,12,0,8,0,0,1,7,2,28,0,254,0,24,0,0,0,1,0,1,0,0,13,1,0,0,2,3,0,0,5,7,2,1,0,0,0,1,0,0,28,0,0,3,0,6,11,0,2,8,2,0,0,1,2,0,1,0,0,2,2,0,0,0,1,0,0,0,0,100,39,0,0,0,69,1,0,0,0,9,0,0,7,0,8,16,77,9,4,3,2,0,0,0,5,1,0,3,30,1,0,0,140,0,0,2,0,0,0,0,0,35,11,7,0,70,1,24,0,0,0,0,1,0,1,3,1,1,34,0,0,0,0,0,3,9,0,1,0,0,0,3,0,0,0,0,100,0,0,0,0,0,0,4,17,0,0,1,1,6,0,0,0,29,8,0,0,0,0,12,0,4,2,33,0,0,0,5,0,0,0,0,3402.0"
"Earl's Court,33,10,10,3,0,22,7,0,1,151,7,125,11,0,0,397,68,0,6,8,6,51,0,179,8,4,0,1,0,86,0,0,0,5,30,20,19,2,19,0,0,7,55,67,0,0,32,0,15,12,7,0,0,1,48,0,0,0,0,1,90,10,0,31,1,0,167,0,0,42,67,32,0,74,0,88,46,0,26,0,19,12,638,0,572,3,55,24,0,40,342,1,28,0,1810,4,9,2,0,0,0,0,0,1,0,653,39,2,0,103,90,4,0,1,1,0,66,0,8,6,34,12,0,28,7,23,146,0,277,80,7,90,54,105,0,0,69,99,0,29,2,19,94,93,3,0,0,41,1,11,0,0,36,2,3,0,0,10,0,0,0,0,435,0,21,1,11,382,793,5,417,1,167,80,0,0,0,222,31,0,159,103,0,0,16,139,0,0,31,0,0,0,20,5,460,81,337,0,11,0,1157,0,0,0,0,66,0,53,133,28,28,61,0,2,24,1,6,0,1,19,34,0,2,3,124,1,0,19,3,99,1,0,0,0,0,0,211,815,1,0,73,42,307,0,1,1,2,392,0,1,16,0,303,0,36,119,185,12,4,12,233,8,1,0,0,16684.0"
"East Acton,23,1,1,5,0,6,1,0,0,42,1,16,2,0,0,16,19,0,1,1,1,6,0,47,1,3,0,0,0,6,0,0,0,1,6,2,2,0,2,0,0,1,9,8,0,0,7,0,1,1,0,0,0,0,6,0,0,0,0,0,457,19,56,0,0,0,7,0,0,12,19,3,0,9,0,17,13,0,7,0,5,3,25,0,38,1,2,5,0,11,36,14,3,0,71,1,137,1,0,0,0,0,0,0,0,70,10,0,0,17,48,1,0,1,1,0,4,0,1,2,1,2,0,3,2,6,37,0,19,12,1,25,5,13,0,0,9,10,0,8,0,2,26,26,0,0,0,5,0,2,0,0,571,4,0,0,0,7,7,0,0,0,120,0,4,1,1,75,219,8,16,20,20,5,0,0,0,9,9,0,44,4,0,0,4,15,0,0,8,0,0,0,3,1,597,3,23,0,7,0,77,0,1,0,0,3,0,5,9,8,5,4,0,0,2,0,1,0,1,5,4,0,0,0,25,0,0,2,1,11,0,0,0,0,0,0,14,55,0,0,14,12,30,0,0,0,36,15,0,0,5,0,12,0,10,10,568,2,1,3,9,0,0,0,0,4351.0"
"East Finchley,0,9,9,0,0,56,1103,0,3,38,1,78,22,0,0,1,2,0,60,3,6,21,1,75,3,0,0,1,3,9,0,0,1,14,285,8,10,1,8,0,0,67,36,28,0,0,0,0,2,1,1,0,2,0,22,0,0,0,0,0,1,0,5,1,0,0,1,0,1,5,7,11,0,31,0,222,50,0,67,1268,5,31,2,0,6,29,0,31,0,24,76,0,0,0,7,35,0,0,0,0,0,0,0,7,159,5,99,1585,0,68,2,11,0,0,0,0,7,0,3,0,0,389,0,0,2,1,368,0,16,2,3,7,1,48,0,0,64,37,0,2,4,8,23,16,2,146,0,45,0,55,0,0,1,0,1,0,0,0,0,0,0,0,8,0,38,0,3,207,44,0,2,0,56,8,0,0,0,1,2,0,5,0,0,0,8,1,0,0,2,0,0,0,25,13,8,0,14,0,0,0,21,0,0,0,0,0,0,18,17,7,19,0,0,2,2,0,5,0,0,5,14,0,0,0,99,2,59,13,219,0,3,0,0,0,0,0,22,84,3,0,113,2,103,0,0,0,0,1,105,1,4,0,1,0,2,26,3,11,1,1,1,0,2,0,162,8691.0"
"East Ham,0,23,46,0,0,13,1,0,0,4,0,147,18,5384,0,0,0,107,1,22,109,23,0,6,5,0,0,109,0,5,128,1,0,1,4,130,958,942,20,0,0,1,16,6,0,0,0,0,1,1,0,0,0,0,4,0,26,126,0,0,0,0,1,0,0,0,0,0,0,0,1,9,11,8,0,10,5,0,34,0,0,3,0,6,1,0,0,2,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,17,0,1,3,0,0,0,1,0,2,0,0,1,0,0,0,0,35,0,2,0,1,1,0,7,125,58,155,71,0,0,0,16,2,1,196,0,0,70,0,1,0,2,0,0,467,0,0,0,0,0,0,0,1,0,36,0,2,18,4,0,0,0,8,1,0,413,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,1,1,0,3,8,0,0,3,0,0,0,11,0,0,11,6,1,23,0,0,66,1,0,2922,0,0,0,7,0,0,0,12,0,0,53,0,0,0,3,1,173,1345,0,4,15,0,9,5,0,49,0,0,0,0,0,0,653,0,0,0,0,0,9,0,126,0,0,0,0,0,5,0,15753.0"
"East Putney,6,2,2,0,0,4,1,0,0,27,1,22,2,0,0,70,12,0,1,1,1,9,0,32,1,1,0,0,0,15,0,0,0,1,5,4,3,0,3,0,0,1,10,12,0,0,6,0,3,2,1,0,0,0,8,0,0,0,0,0,16,2,253,5,0,0,0,0,0,7,12,6,0,13,0,15,8,0,5,0,3,2,394,0,101,1,10,4,0,7,60,0,5,0,319,1,2,0,0,0,0,0,0,0,0,115,7,0,0,18,16,1,0,0,0,0,12,0,1,1,6,2,0,5,1,4,26,0,49,14,1,16,9,18,0,0,12,17,0,5,0,3,17,16,0,0,0,7,0,2,0,0,6,0,0,0,0,2,0,0,0,0,77,0,4,0,2,67,140,1,507,0,30,14,0,0,0,674,5,0,28,18,0,0,3,25,0,0,5,0,0,0,3,1,81,14,59,0,2,0,204,0,0,0,0,560,0,9,23,5,5,11,0,0,4,0,1,0,0,3,6,0,0,1,22,0,0,3,1,17,0,0,0,0,0,0,37,144,0,0,13,7,54,0,0,0,0,117,0,0,3,0,53,0,6,21,33,2,1,2,1984,67,0,0,0,7108.0"
"Eastcote,12,0,0,95,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,81,9,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,1,0,1,0,0,0,0,1,1,0,1,0,13,0,1,0,0,379,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,9,0,2,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,5,4,0,24,0,4,0,95,2,3,0,0,0,0,0,2,2,26,0,0,1,0,24,0,37,0,0,9,0,2,577,0,0,7,0,0,0,167,0,299,0,0,2,1,0,0,4,206,1,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,126,80,3,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1000,0,1,0,0,0,0,1,0,0,144,2,0,0,0,8,90,1,0,0,0,2,0,14,0,0,0,0,0,0,3703.0"
"Edgware,0,1,1,0,0,4,5,0,0,3,0,6,2,0,0,0,0,0,31,0,0,2,0,6,0,0,0,0,130,1,0,0,1908,1,23,1,1,0,1,0,0,13,3,2,0,0,0,0,0,0,0,0,2404,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,18,4,0,5,0,0,3,0,0,0,344,0,3,0,2,6,0,0,0,1,57,0,0,0,0,0,0,0,905,0,0,8,2,0,5,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,29,0,1,0,0,1,0,4,0,0,5,3,0,0,0,1,2,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,17,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,3,0,0,0,0,0,0,0,2,7,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6069.0"
"Edgware Road (B),1,4,5,0,0,28,4,0,1,212,1,52,11,0,0,8,20,0,4,3,3,20,0,151,2,0,0,0,0,14,0,0,0,7,19,6,7,1,7,0,0,5,29,26,0,0,1,0,2,2,1,0,0,0,19,0,0,0,0,1,4,0,31,5,1,0,4,0,0,0,47,10,0,29,0,56,65,0,34,0,27,16,14,0,21,2,3,15,0,56,116,0,1,0,39,2,1,2,0,0,0,0,0,0,0,38,50,1,0,54,13,6,0,0,0,0,10,0,3,4,1,8,0,1,9,16,186,0,25,31,2,14,12,41,0,0,32,31,0,20,2,7,46,130,1,0,0,23,0,7,1,0,5,0,1,0,0,0,0,0,0,0,65,0,19,0,3,243,555,0,9,0,66,13,0,0,0,5,22,0,24,2,0,0,23,3,0,0,21,0,0,0,13,6,69,6,22,0,0,0,42,0,0,0,0,1,0,17,21,40,15,1,0,1,4,1,3,0,0,27,13,0,0,0,79,1,0,8,2,2,1,0,0,0,0,0,33,128,2,0,46,30,97,0,1,1,0,8,0,0,23,0,6,0,25,33,28,6,5,9,5,0,1,0,0,4064.0"
"Edgware Road (C),1,7,8,0,0,45,7,0,2,338,2,84,18,0,0,14,33,0,7,4,5,32,0,241,4,0,0,1,0,22,0,0,0,11,31,10,11,1,12,0,0,7,46,42,0,0,1,0,4,3,2,0,0,0,30,0,0,0,0,2,7,0,52,8,1,0,6,0,0,51,0,16,0,47,0,89,104,0,54,0,43,25,23,0,35,3,5,25,0,89,185,0,1,0,66,4,2,3,0,0,0,0,0,1,0,64,80,2,0,86,23,9,0,0,0,0,16,0,4,7,1,12,0,1,15,28,298,0,40,52,4,23,20,66,0,0,52,50,0,34,3,12,73,140,2,0,0,36,0,11,1,0,9,0,1,0,0,0,0,0,0,0,111,0,31,0,5,389,947,0,15,0,105,20,0,0,0,8,37,0,40,4,0,0,36,5,0,0,37,0,0,0,20,10,117,11,34,0,0,0,71,0,0,0,0,2,0,27,34,64,24,2,0,2,6,1,4,0,0,43,22,0,1,1,127,1,0,12,4,4,2,0,0,0,0,0,53,204,3,0,74,50,155,0,1,1,1,14,0,0,37,0,11,0,43,53,47,9,8,15,8,0,2,0,0,6533.0"
"Elephant & Castle,1,107,114,0,0,85,12,0,2,100,42,1390,117,2,0,8,4,0,11,133,69,214,1,199,216,0,0,9,1,481,4,0,0,12,54,329,302,28,79,0,0,13,155,238,0,0,1,0,86,69,40,0,0,3,123,0,0,0,0,1,2,0,28,2,2,2,3,0,0,12,18,0,0,314,0,156,43,0,216,1,13,27,13,0,30,6,1,60,0,26,337,0,1,0,36,7,0,0,0,0,0,0,0,1,0,22,87,4,0,266,4,10,0,0,0,0,30,0,190,1,1,22,0,1,4,3,322,0,72,6,83,18,2,271,3,1,775,1601,0,4,4,80,60,41,29,0,0,452,4,19,0,0,2,0,41,0,0,0,0,0,0,0,21,0,230,0,205,546,115,0,8,0,309,61,0,2,0,4,4,0,14,2,0,0,21,3,0,0,4,0,0,0,51,11,22,2,105,0,0,0,113,0,0,1,0,1,0,349,228,19,219,1,0,26,132,0,65,0,0,13,145,0,11,18,310,2,0,151,6,2,2,0,0,0,2,0,268,623,3,0,130,6,2030,0,0,0,0,8,0,6,11,0,6,0,5,357,9,132,2,2,5,0,2,0,0,17908.0"
"Elm Park,0,0,1,0,0,0,0,0,0,0,0,2,0,551,0,0,0,235,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,1048,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,733,193,69,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4629.0"
"Embankment,1,58,60,0,0,79,20,0,4,161,10,684,58,1,0,10,7,0,18,45,34,347,1,322,43,0,1,5,1,118,2,0,0,19,88,112,103,10,127,0,0,21,230,386,0,0,1,0,21,17,10,0,1,1,200,0,0,0,0,1,2,0,37,2,4,1,4,0,0,20,30,174,0,0,0,253,70,0,106,1,21,44,16,0,39,9,1,97,0,43,529,0,1,0,46,11,1,1,0,0,0,0,0,2,0,28,140,7,0,431,7,16,0,0,0,0,47,0,47,1,1,35,0,1,7,5,522,0,113,10,41,30,4,440,1,1,382,545,0,7,6,130,97,67,15,0,0,223,1,31,0,0,3,0,14,0,0,0,0,0,0,0,34,0,113,0,50,885,186,0,11,0,500,74,0,1,0,6,7,0,23,3,0,0,33,4,0,0,7,0,0,0,82,18,36,2,126,0,0,0,146,0,0,0,0,2,0,290,275,30,119,2,0,14,33,0,34,0,0,20,235,0,3,4,502,3,0,134,10,3,4,0,0,0,1,0,194,751,4,0,210,10,1686,0,0,1,0,10,0,3,18,0,8,0,8,430,15,70,4,3,6,0,3,0,0,15958.0"
"Epping,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,313,0,0,0,1,9,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,2,1,1233,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,1,0,0,82,0,0,0,0,770,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,278,0,4596.0"
"Euston,1,102,109,0,0,641,202,2,29,434,9,896,254,2,0,17,18,0,186,36,66,243,7,866,30,0,6,8,9,103,4,0,2,155,881,88,113,13,89,0,0,206,418,321,0,0,1,0,18,15,9,0,7,1,252,0,0,0,0,2,6,0,61,7,40,2,7,0,2,54,80,122,0,356,0,0,571,0,764,10,56,359,27,0,65,91,2,360,0,273,879,0,1,0,77,108,2,2,0,0,0,0,0,21,1,54,1137,65,0,783,19,130,0,0,0,0,78,0,33,4,1,350,0,1,19,15,4231,0,188,28,29,80,11,555,3,1,736,430,0,18,49,91,262,179,28,1,0,513,1,307,1,0,8,0,15,0,0,0,0,0,0,0,92,0,438,0,35,2380,502,0,18,0,645,95,0,2,0,9,20,0,62,4,0,0,89,6,0,0,19,0,0,0,290,147,98,6,163,0,0,0,243,0,0,0,0,3,2,203,192,82,216,3,0,24,28,1,61,0,0,55,165,0,2,4,1138,20,0,144,101,4,29,0,0,0,2,0,251,970,36,0,1299,27,1181,0,1,2,0,17,1,6,47,0,13,0,23,301,39,126,10,8,10,0,25,0,1,33967.0"
